manga_id,score,user,weight
29983,5,Ethernal_Void,1
29983,10,_Reminiscence_,3
29983,6,orochi02,1
29983,7,Chew-hands,1
29983,10,Souphead,1
29983,8,NagasakiRus,1
29983,10,sally0330,1
29983,5,Glorianguyen,0
29983,9,NafizHC,0
29983,9,Wolfiesmal,0
29983,10,ihnei,0
29983,8,sogegesoge,0
35171,10,abominationn,54
35171,3,goodbyegalaxy,41
35171,10,bl00dthirsty47,30
35171,10,MsTereya,18
35171,5,catalox,10
35171,10,fuzokyu13,7
35171,2,Octobers,3
35171,10,pikapicari,3
35171,10,Shuc49,2
35171,10,mizsdora,0
35171,10,Manime8freak,0
35171,10,pashnea19,0
35171,7,Malhavok,0
35171,10,SuperbMex06,0
35171,10,usaking,0
43915,10,Rikuson1,19
45855,7,Ei_Sei,39
45855,7,Robertest,24
79193,10,itsDavid,40
79193,5,Nervin,17
79193,7,Jicetus,13
79193,8,animeBee1ver,6
79193,9,Never2die,5
79193,7,Thepokemonmaster,1
79193,5,Dustyacer,1
84255,9,eners,34
84255,9,brianritchie,10
84255,10,01RuneMishe,11
84255,10,supermario4ever,1
93753,9,Ewinaaa,20
93753,9,Noavi,7
93753,10,Iuri_Vale,5
93753,8,ZJZJ,4
93753,10,Lizonka,1
93753,9,gorongo,0
93753,6,crushingblue,0
93753,10,kosmokitty,0
93753,10,gommyommy,0
10,9,Aeterna,74
10,10,-redux,42
10,6,Aria34,15
10,9,zethras,14
10,10,Hoshyko,14
10,3,yoitsmedan,11
10,9,Racchan,9
10,4,arielphf,8
10,10,iAnimeAddictx3,5
10,8,angelsreview,5
10,8,FuriKuri,4
10,10,abcede,0
10,10,ChilHomil,0
10,10,BeniChan,0
10,10,seribi,0
10,9,DesolatePsyche,0
10,10,Pearlescent88,0
401,9,FALLEN101,126
401,9,5camp,95
401,9,Beatnik,67
401,8,thejackal1234,48
401,10,MetalWing,33
401,10,CodeProvider,19
401,10,faggotkun123,13
401,8,RonSnow,11
401,10,pjunk,10
401,6,vavoysh,10
401,10,Foolness,8
401,5,TheBesty,8
401,9,skaterperson777,7
401,8,SmashDaddy,3
401,9,momoja,4
401,9,pet-tan,3
401,9,SirPendragon,2
401,10,Altaica,2
401,10,Danno,2
401,10,Suzu-kun22,1
401,9,DannyDX,1
401,9,comiclove,0
481,9,Scallion,84
481,10,peroxid,60
481,9,Nervin,22
481,9,UnoPuntoCinco,19
481,6,catullus_d_rus,5
481,10,pratulbagri,5
481,10,Zesyph,1
481,9,JOHNCH3,1
481,8,Doozel,1
481,9,Yon_Nyan,0
481,10,MrLegitimacy,0
481,10,Xaerith,0
481,9,Harisa,0
481,8,TheJrdzone,0
660,10,soulofgolds,21
762,7,spiffyish,82
762,8,Sweetpea,38
762,10,ShojoManiac,17
762,10,sweeny,14
762,10,helaynia,9
762,9,Shazura7,6
762,5,Evionth,6
762,8,Aeowina,4
762,10,Karensama,4
762,9,YoungHeart,3
762,10,soniaball03,2
762,10,ElemenTalia,2
762,10,BlasianAngel,2
762,10,MsDoooS,0
762,10,missytot,0
762,10,nicparmesan,0
762,10,kasumi_imai,0
1461,10,Beatnik,274
1461,3,Polyphemus,164
1461,6,5camp,47
1461,5,CivilianHero,18
1461,10,ChroniclesofV,24
1461,6,misericord,15
1461,9,zybactik,13
1461,9,Maz-Maz,11
1461,10,Kyzan,4
1461,8,blazingraz36,9
1461,8,BVerfG,2
1461,7,Darmaiad,1
4258,9,Juliab,23
4258,9,Gaijin19,20
4258,10,Firechick12012,17
4258,9,ggultra2764,1
56755,9,NKNIGHT,63
56755,8,OnyLink,15
56755,9,Icelham-kun,5
56755,9,Harizak,6
56755,10,Kyuless,3
56755,10,Lankybuttwipe,1
56755,10,Worldbuildingfan,0
90531,10,wabbajackov,19
90531,10,SeriousSarcasm,4
90531,8,nicolaa1011,2
90531,7,Duckielover151,0
103701,9,Recro,63
103701,3,song12301,12
103701,10,DoktorHaus,7
103701,10,alpha_shadow,5
85,10,maybelletea,70
85,9,Not_A_Fangirl,63
85,9,hanyou-chan,12
85,10,myrrhcat,8
85,9,kara,7
85,8,EvenJellyOn,3
85,9,firebug,3
85,10,LadyBunny,2
85,5,butthurtbrigade,1
85,10,ChibiAnime84,1
85,10,Oki_Orka,0
85,10,waffler15,0
85,9,Darmaiad,0
128,10,Splitter,69
128,10,painless_j,23
128,10,aikoofdarkwaters,21
128,7,angelsreview,8
128,7,hephaestion,2
128,10,Jaloyoloti,1
128,8,jazznmangalove,1
128,9,girlgotgame,1
128,10,HeyMasky,0
128,10,Harlock_Phantom,0
895,8,Officer-Kaoko,28
895,9,Brick_,8
895,10,Inihara,3
895,10,cwj,3
895,8,Dunkjoe,1
895,7,ThreadFazer,0
1009,10,Aviotes,42
1009,10,mudpuddles,29
1009,9,tyarados,1
1013,9,VK11,42
1013,10,Faded_Star,13
1262,10,Kananipa,33
1262,6,Rogna,13
1262,10,SparkleSnow,4
5744,10,Touka,111
5744,9,post_human,20
5744,9,Beobachter,9
14236,10,Lenka-Penka,95
14236,8,Moon_Light,69
14236,8,Chinomi-san,14
14236,10,Hyoko-Hime-Sama,18
14236,10,PoisonSunflower,12
14236,3,washington-rain,8
14236,10,night3angel,6
14236,10,Jagory,5
14236,9,Animecrazy_V,5
14236,9,MoshiMochi,4
14236,8,flyinggumm,1
14236,10,ae_shinobi,2
14236,10,Enterurn4me,1
14236,6,Ennys,1
14236,9,juppy,1
14236,9,chaspete,1
14236,10,blooish,1
14236,8,Kandrew123,0
14236,9,ichigokichii,0
14236,10,pikachu34,0
14236,7,chromi2011,0
14236,9,vhOtaku,0
14236,10,TrulyAJ,0
21499,10,Sam_Geuvenen,12
33031,9,Flevalt,30
33031,10,PlasmaBean,9
33031,10,ise24,21
33031,10,Reviaanime,10
33031,7,mobrine,2
33031,6,Shukrin,1
33031,8,KayB,1
43921,9,metafalica,77
43921,8,whatevere5656,46
43921,10,elrond99,24
43921,10,K1ngHoward,21
43921,8,iamchurch48,3
43921,9,Engrishlol16,2
43921,10,NajzenDesu,1
43921,10,Androxalius,1
61307,9,Terkhev,11
61307,10,NeoAnkara,10
107875,9,tyarados,0
107875,9,-Lupa-,0
108026,10,Elfezen,22
113671,8,Nivethitha,2
113671,9,saki88,0
113671,9,RedPerry,0
267,10,NanashiMoriko,83
267,4,KingIK,64
267,7,alex264,33
267,9,giglfoosm,15
267,7,jzmcdaisy,6
267,9,azhwi,5
267,10,MrAmar666,4
267,5,butthurtbrigade,2
267,10,tehbohemian,3
267,10,MurakiXHiera04,3
267,7,shibalover,3
267,8,SBYTD,1
267,8,Agnusogi,1
267,9,Dotanuki,0
838,7,VK11,85
838,9,Risu-chan14,64
838,8,kerlyenai,55
838,8,mugwump,17
838,8,Nervin,16
838,8,Master10K,14
838,7,5camp,11
838,9,Oaks,11
838,8,ShoujoChrome,10
838,9,Dunkjoe,8
838,9,Uthred,7
838,10,Fuufu,5
838,8,Keatle,4
838,10,gimodude,4
838,10,VasantJ,2
838,7,SunWukung,3
838,10,Tsundere700,3
838,9,rokkugoh,2
838,8,Gangankuroi-sama,1
838,10,Tack_Impact,0
838,7,Lux_et_Chaos,0
838,6,Userman,0
1033,10,aindah,83
1033,10,lekoweko,67
1033,9,Ilse,23
1033,9,blushjoy,10
1033,10,painappurut,3
1033,10,skyline17,2
1033,10,YaoiFlame9,2
1033,10,N201_ASYLUM,1
1033,10,hana_desu,0
1600,10,IceAndCream,47
1600,7,ItIsIDio,5
1600,10,Kuchisake-Onna,3
1982,7,Shiharu,9
1982,7,Spindleglass,0
7149,10,geemaa,93
7149,8,RundownPaper4,19
9548,10,SuperMilk-chan,15
15306,10,shinespark,36
15306,10,burningkite,35
15306,8,Nervin,10
55869,7,RabbytX,53
320,9,AnimeloverYori,73
320,9,ChibiHime,62
320,10,soomyu,17
320,10,Yume_to_Tsubasa,14
320,6,DaemonDesiree,11
320,7,spidersong,11
320,9,Narmina,9
320,8,tlne,8
320,9,angel_nari,4
320,8,brennasaur,4
320,9,lilly666,4
320,9,chrissy12,4
320,10,aiane1234,4
320,10,Shasira,4
320,10,Momo33,3
320,6,theangrytoonnerd,2
320,10,arykim,2
320,10,LuchanHeartfilia,2
320,10,JinseiKuu,1
320,10,iSakuraSnow,1
320,10,Mewana,1
320,10,Flyhighinthesky,1
320,8,Scarlet_night13,1
320,9,Raven_Knight,1
320,10,haruhi-chii,1
320,9,Foushy,1
320,10,MOLLY123,1
320,9,RURIchama,1
320,10,erieh,1
320,9,MDaidouji,1
320,8,ezelanne,1
320,10,Munstuh,1
320,10,Manga_Worm,1
320,10,chiharuder,1
320,1,tachibana_mei,0
320,8,Aki-Akabane,0
320,8,ZJZJ,0
320,5,Aqwin,0
320,3,TheRainInSpain,0
320,10,Appykachu,0
320,10,kalyani,0
320,9,phyakul,0
320,10,MDFeb,0
320,10,nenestar,0
443,10,Beatnik,221
443,10,Akachi_Tem,94
443,10,Tuttle1,33
443,2,Maz-Maz,28
443,6,Leclerq,11
443,10,kyoko328,8
443,6,Lamp__,6
443,8,Elle_D,5
443,10,Hachik0,5
443,10,yali12,5
443,9,xxKikiraxx,4
443,10,WiccaMuffin,4
443,10,LightningSky,1
443,7,aguecheek,2
443,8,Yoppi,1
443,10,misfit3332,2
443,10,hk17,2
443,9,Crossean,2
443,10,Summer261997,2
443,10,Yon_Nyan,1
443,10,erisabesu_kuro,1
443,9,AnticCMiku,1
443,10,UKyun,1
443,9,xblack_pearlx,1
443,10,SolarFox,0
443,8,Folipurba,0
443,7,GfNitro,0
443,9,mjg357,0
443,10,ilovetopoppa,0
443,10,genkigal,0
1111,9,opernlied,56
1111,9,neoakira70,47
1111,10,PunkChinaDoll,9
1414,10,Eep,65
1414,7,radiantfire,49
1414,9,fodderchara18,33
1414,9,WindChange,25
1414,10,iMysteriousAura,7
1414,9,Lamunut,13
1414,10,karlomark08,8
1414,9,dratsab,4
1414,9,megarock327,2
1414,9,Yatorumi,2
1414,9,69thStreet,0
1414,10,Zyrak_the_Fated,0
1414,9,LanokirX,0
1414,10,Asiandude918,0
16593,8,Masshiroi,12
16922,9,Zeroskye,35
16922,9,warniefn,26
16922,10,darkdoll25,20
16922,9,icyyyyy,8
16922,10,rawrsaysno,1
16922,10,Rinshuu,1
16922,8,taigataiga,1
16922,10,Miss_Tee,1
16922,9,nenestar,0
16922,9,raamen,0
22986,7,Yautja,29
22986,10,synapsii,53
22986,9,tlne,25
22986,10,Samsura,22
22986,6,rowyn,8
22986,10,Popka,14
22986,6,posseslayer17,3
22986,9,Radical-Alice,5
22986,9,elisekv,4
22986,10,manofmanymanga,1
25515,9,Magis007,49
25515,10,TheInflamous,32
25515,10,Crazy_D,16
25515,10,NickNeBi,11
25515,1,Really_Doe,6
25515,10,DYED,4
43857,10,anthule123,4
92252,10,NostalgiaCrisis,41
92252,9,ryuu_no_yoake,18
92252,9,holygale,7
113010,10,Lorian_Guisan,15
113010,9,Schuruzay,14
57,9,Ione,71
57,10,Mystic_Dreamer,51
57,8,JHyunLover,20
57,9,Moon_Light,16
57,9,Lamyisme,3
57,9,amy220,1
57,9,worldstraveller,2
57,10,SugarJane,2
57,8,DandelionLilias,1
57,9,bluebird016,1
57,9,RoodyChan,1
57,8,patrat,1
57,10,AoiRingo,0
510,9,Trivialmadness,1
731,10,Moonlith,136
731,9,subdee,105
731,9,Master10K,49
731,9,Lindle,40
731,8,Eonir,21
731,8,thisiodfkln,13
731,10,CarlosBaka,2
731,10,DreDog,5
731,10,icovoc,1
1047,10,Fantaloca,12
1047,9,Sooru,20
1047,4,ChouEritto,5
1047,8,Neiru2013,10
1047,10,DarkMaxUchiha,10
1047,3,coloresajenos,3
1208,9,subdee,49
1208,10,tunafish,23
1208,7,cerwisc,3
1208,10,Yukicorn,3
1208,10,becbecface,4
1208,10,tofugirlz,3
3575,10,Kenji_The_Engi,75
3575,9,Daimyo,46
3575,10,Po_and_Dong,34
3575,10,rustopholis,25
3575,7,PonPonPon,17
3575,7,truisms,7
3575,9,Tylonius,5
3575,9,Gundroog,1
3575,10,wariowariowario,0
3575,8,SCLFI,0
10978,10,MadLane,6
11054,10,Kikiko,59
11054,9,Touka,56
11054,10,HayaK,24
11054,9,irinthony,15
11054,8,Ayato_Kirishima,4
11054,8,hexashadow13,0
11054,8,TheJaceX,0
14790,10,TimChan,214
14790,6,TakeTheWindward,85
14790,9,Asfaria,145
14790,9,Kirik0h,51
14790,9,Ribu,30
14790,10,AverageOrNotSo,13
14790,9,hJ,21
14790,10,shadowblood,17
14790,8,Taylaww,15
14790,10,Neomagnetix,10
14790,10,Falcaopunch,8
14790,9,shaanon,7
14790,10,OtakuMangaGamer,6
14790,10,mucilatos,6
14790,10,ocs,5
14790,10,Gearfire,4
14790,9,Syliris,4
14790,9,Trametas,3
14790,9,Ravedragon,3
14790,8,snakeguy33,1
14790,9,takenusername,2
14790,10,MusicalNaoko,2
14790,9,natsumango,2
14790,8,gabunomi,1
14790,7,MoeXenus,0
14790,10,otaku_mcface,0
14790,5,Gundroog,0
14790,7,abitofsalmon,0
14790,10,UnchartedOcean,0
14790,10,ShadowKat122,0
24464,9,Ijou,17
26736,8,Parisbelle,88
26736,9,luxraysrock,65
26736,9,fodderchara18,37
26736,9,shynexxx,29
26736,8,ZeroHumor,22
26736,9,Grapesandraisin,18
26736,10,Fuzzywuz_zy,9
26736,9,VerballyStunted,9
26736,9,Duhuhu,6
26736,10,CookieMonsternom,6
26736,8,Dietrologia,4
26736,10,imnotamoocow,1
26736,9,Kannadin,1
26736,9,Scarlet_Rose465,1
26736,10,minimodgamer,1
26736,10,junjune,1
26736,8,empressrinrin,2
26736,9,ThatGirl_,2
26736,7,Jagory,1
26736,8,IAintAllBad,1
26736,10,LackingSanity,1
26736,10,Salieri_Hiyajo,0
26736,8,vincerusso,0
26736,9,Savvoy,0
34127,10,Obelisx,93
34127,9,Darkazuyagami,63
34127,8,bla1204,26
34127,7,FormX,15
34127,10,-Mahesvara,8
34127,9,Duri1n,6
34127,10,gonzalogo3,4
34127,10,Roronoa_Zoro_Fan,4
34127,6,Kelraz,1
34127,9,WishIhadaName,1
50027,10,Schizoidmouse,30
50027,10,Fistula,8
50027,10,Crack-san,2
67617,4,Gel_Banana,53
67617,10,sliceranon,70
67617,8,metafalica,37
67617,10,MainReaper6666,31
67617,3,WarSocialist,7
67617,9,MadDanchi,17
67617,10,Hitman00770,3
67617,10,Impasse,8
67617,6,ap1001,7
67617,9,OtakuMangaGamer,7
67617,5,Small-Sailor,2
67617,9,Suzu-kun22,4
67617,8,appido,3
67617,9,ShipwreckSailor,2
67617,10,DaveHs,0
67617,3,NoGround,0
76567,8,ap1001,16
76567,9,LemonOrigins,5
76567,3,Cleesus,2
76567,9,Mega14343,1
81117,4,Frostbytes,117
81117,10,Kanashi335,86
81117,2,CryptidGigi,72
81117,9,connorwain,129
81117,8,Pretenseboy,33
81117,8,deadaccount33,88
81117,9,Neonekoe,62
81117,4,Danae,22
81117,4,Streecer,22
81117,10,gabrieuTG,39
81117,1,SliusarekI,14
81117,5,KayB,10
81117,5,BattleHammer,22
81117,9,bluecoke_,9
81117,2,TakeTheWindward,22
81117,10,etione,21
81117,7,FunkyNano,20
81117,9,ThaInfinite,13
81117,3,GHhost,7
81117,9,minha1234,10
81117,1,an1mnte,6
81117,9,kuroren,9
81117,10,kktheman1,15
81117,4,Silvertide,12
81117,10,yukino7,10
81117,8,kathylebeau,13
81117,2,hamliet,4
81117,10,BunnyxDonuts,6
81117,10,Isolatedpsycho,9
81117,9,OfficialRage,9
81117,7,CthulhusDong,3
81117,10,Bartolomeo_,3
81117,10,hchen5041,4
81117,8,mochakawaiibear,5
81117,6,Icantcomeupwith,5
81117,9,7imbit,3
81117,7,Biogundam,2
81117,8,UKCS_Covenant,4
81117,5,AniGirl_Maniac,4
81117,9,jkp_97,2
81117,7,NiaNotIsh,2
81117,10,-Mob-,1
81117,9,nekocrimmy,1
81117,8,t4nt4n,2
81117,9,Basria,2
81117,8,miaandme2,1
81117,9,Hornius_Maximus,0
81117,10,Pierat1,0
81117,9,karmameister,0
81117,8,KurokochiFTW,0
81117,3,Akron,0
81117,10,NuZens16,0
105084,10,OtakuGoneWild,10
18,10,katsup,86
18,8,Pyapi,16
18,10,jar_of_stars,11
18,8,EmmaLeah41,10
18,10,taylorrtantrum,7
18,10,KA-E-N,4
18,8,DigestingAnime,2
18,9,AceKoori,1
18,10,d_2_HxH,1
18,8,Moriette,1
18,10,KokoWater,1
18,10,-everglow-,0
585,9,Jiji,90
585,9,Damonashu,40
585,5,Gersen,29
585,8,somaisbatman,8
585,9,ChibiHime,16
585,10,sweetsweetkane,6
585,9,Ankithadam,3
585,8,emmeka,1
11850,8,Hengao,16
11850,6,Maz-Maz,12
11850,9,lunahoney,2
11850,7,jcrayz,2
11850,7,lollipopling,2
11850,9,scarletdust,0
11850,10,Mishi20,0
16081,9,Tatsude_M,12
16081,8,SodiumChloride,5
17904,7,mazume,29
17904,9,PinkGin,49
17904,10,pichidee,8
17904,10,Lehcara,15
17904,7,Aina-Chan,14
17904,10,rokkugoh,8
17904,6,Yon_Nyan,3
17904,9,akisame__,1
17904,10,chihaya_non,1
17904,7,redbirdbreadbird,1
56529,8,meta-mechanics,35
56529,10,Rinnalen,35
56529,9,r0ckman,31
56529,9,yani_senpai,7
56529,9,SkyeV,2
56529,6,wystery,0
58027,7,Karhu,24
58027,9,TeKSMeLater,19
58027,10,walloman,52
58027,10,flomu,11
58027,10,Mr_Acer_04,6
58027,10,ismichi,4
58027,3,Mongoreader,2
58027,9,SKTUD,1
58027,9,ADelicateOrange,1
58141,9,emiwaka,10
58141,8,End,5
58141,10,sketchhaven,4
58141,10,audrrie,1
112774,10,edelrose,12
112774,10,Geeb2988,0
111202,10,Danyelasoda94,28
111202,5,Pholia,25
111202,10,koniiichiwa-sama,9
111202,9,tonk0tsuramen,8
111202,3,AniJan,2
111202,10,Daya99,1
111202,10,Ayumi_Sama,1
111202,10,Frikyotaku,0
111202,10,jjeonk_97,0
111202,10,Rhazia,0
9,10,Faeverily,225
9,10,Mink,52
9,10,tomoyohime,36
9,9,elichu,34
9,6,seadancedown,26
9,10,Hethran,14
9,10,Sanshaino,11
9,10,Rukuo,10
9,10,cutekittenlady,9
9,8,FAErieWINGS,8
9,10,SakuraxSyaoran59,7
9,10,aelove,7
9,10,xXAtoliXx,5
9,10,Spirited,4
9,10,Momo33,4
9,9,minimiau,3
9,10,JeremiahOrange,1
9,7,RyderFlynn,1
9,10,mia_yuukina,2
9,10,KyleRondart,1
9,9,Aguella,1
9,9,Suzuhana,1
9,9,SilverFalls,1
9,9,soaring_wings,1
9,10,KazeNoChikara,1
9,10,KurokawaAoi,1
9,9,Kamnum,1
9,9,number1mongrel,1
9,9,LADYlordYuKi,1
9,8,LinwayFairy,1
9,10,DesolatePsyche,0
9,10,khushboo_186,0
9,7,Nightmare_Eyes,0
9,9,RoodyChan,0
149,10,Yuunagi,179
149,10,Hattori_Hanzo,132
149,10,Ivantrollet,113
149,9,Po_and_Dong,48
149,2,Jex,9
149,2,seinenfag,22
149,3,CyborgChimchar,11
149,2,fluo-ado,7
149,8,khorven,15
149,9,ZerbrochenRot,13
149,10,meme-sama,10
149,10,Kyo843,9
149,10,deagosane,9
149,3,PharuanUndearth,3
149,9,jirioxy,6
149,9,Akko_Berserk,2
149,10,rava,5
149,9,Roachy,5
149,10,CountZeroOr,1
149,10,VaportheVicious,1
149,10,Fenrisulfr6,0
149,9,MScientist0,0
149,9,HughesyV,0
149,7,Trap_Traps_Traps,0
149,9,Sphinxter,0
149,10,Nolifeking717,0
158,8,InformationGeek,33
158,10,angelsreview,14
158,8,Doc1513,11
158,9,athenacat,5
158,7,legitsu,4
158,8,Post-Ghost-Party,3
158,5,beerotan,1
583,9,Siarus,204
583,10,KingsofLeon,105
583,10,exabyte,102
583,10,LinuxOwnz,41
583,10,Clario_C_Cactus,40
583,8,7rinity,31
583,7,Paraturtle,27
583,9,Grunizzle101,19
583,9,Dredgy,17
583,7,FreddyTheMonkey,15
583,9,Sorrow,11
583,10,LuxanAndShadow,10
583,3,TheDodo,9
583,6,gabunomi,8
583,5,Rezzealaux,7
583,10,rizuky,6
583,8,Dunkjoe,5
583,10,pieceofshota,5
583,9,s-viv,4
583,9,CrimsonGeek,2
583,6,ANBUMonblan,1
583,9,FairyMilkTea,3
583,8,asdfrq2dg,3
583,9,dannyl,3
583,8,xGothimisalolix,3
583,7,nikiyasha,1
583,10,Otaku_Joe,1
583,10,andiefeder,2
583,6,Itkovian,2
583,10,PK9,1
583,10,Kami-Bot,1
583,8,PenelopeluvFood,1
583,8,Dorped,1
583,9,teajunkie,1
583,7,violentroll,1
583,9,FaraC,1
583,9,Dayne_SUU,0
583,10,BabyChiem,0
583,8,SylveonQueen,0
583,8,QuickSwordIlena,0
583,10,UchihaClaymore,0
583,10,Waffle_Empress,0
583,10,Heron_Over,0
583,7,Newnono,0
583,9,Hadeyan,0
4571,10,Aorii,227
4571,10,momoxtoshiro,72
4571,10,Shiro-tama,22
4571,6,mavley,15
4571,8,Kelpi16,14
4571,8,bimbambusse,11
4571,10,frostedmelodies,7
4571,10,animeABC,5
4571,10,FaeN,3
4571,10,caileen710,4
4571,10,shirayukihime714,4
4571,10,elly_mai,3
4571,10,hitekuroshite,3
4571,7,Lunar-Sphinx,1
4571,10,animegirl16091,0
4571,9,-Lupa-,0
10865,9,-steez-,15
10865,10,Mrw8,9
18251,9,Kusunoki,13
18251,10,mzpasaway13,9
18251,9,bunny1ov3r,7
18251,10,shairanime,2
25409,10,Gary29,60
25409,10,Unknown7777,57
25409,10,Manganese,25
25409,10,Lefty112,13
25409,9,DarkD1,10
25409,9,Strikefreedom117,9
25409,10,MrEpicMichael,9
25409,5,Izzy192,3
25409,10,twinshk2,5
25409,10,guenfo,3
25409,10,Ventus51701,1
25409,8,Satyricon-hu,1
25409,10,CheesyScull,0
26201,9,NoriAvidReader,8
26201,8,Sashi123,6
26201,10,Yunikonkun,4
26201,9,Freestyle80,0
27231,6,PandorazChaos,210
27231,9,henyome,180
27231,9,Shirayukishi,77
27231,7,mirbells,50
27231,9,chubar,30
27231,6,teopei,17
27231,6,pospauro,16
27231,5,supersleuther,14
27231,7,kyonJIE,10
27231,9,Bluesander,10
27231,8,Tomoko-san,8
27231,10,kousaka_tsugumi,7
27231,9,KunoYuna,7
27231,10,ikutocraz3d,6
27231,8,jaegermon,6
27231,8,Chubbymajo,5
27231,10,skights,4
27231,8,soniaball03,3
27231,8,Jentlea,3
27231,8,petitwolf,3
27231,7,Black_Knight0,2
27231,10,Higaroth,2
27231,10,carnelia,2
27231,9,defsoulmate,2
27231,8,Eliito,2
27231,8,Mishacchi,1
27231,10,JustmeLuiza,1
27231,7,Itkovian,1
27231,8,soap-emoji,1
27231,10,SugarApple_,1
27231,10,kitkatsq,0
27231,9,yomichiiiii,0
27231,10,tomoe_mydaddy,0
27231,7,chiibit,0
27231,6,jfc22,0
27231,5,AniGirl_Maniac,0
27231,10,lyiam207,0
27231,10,KeyFeather,0
27231,4,skuldier,0
27231,9,mjg357,0
27231,10,iankki,0
27231,7,keta_fro,0
27231,10,tunabelly,0
27231,3,Narutowolf77,0
27231,7,my_wander_woman,0
27231,9,trashforanime,0
27231,9,eggoist,0
27231,4,MondoX,0
27231,4,Enterurn4me,0
27231,6,jcrayz,0
95012,10,ByonKun,12
95012,8,youseiki,7
95012,7,Kyuless,5
95012,8,SovietWeeb,0
95012,8,N0_Ragrets,0
95012,7,Cleesus,0
95243,10,KilluaX4,15
95243,10,Jaylikeshamsters,1
98436,10,reinbowrie0722,37
98436,9,Vaffanculo_,11
98436,10,FeelsBad,1
869,10,MeltyBlood_Len,53
869,9,guilhermekinni,22
869,10,Astros,22
869,10,Faust_Voncleave,10
869,9,AJ,0
1802,10,colorwalk,135
1802,10,adamantine,83
1802,10,Moon_Light,22
1802,10,whoiam_me,19
1802,10,moonstars,8
1802,10,SecretAnimeLover,6
1802,9,yukari29,6
1802,8,Yemi_Hikari,5
1802,10,Haruna_dlc,2
1802,10,SolarFox,2
1802,6,Foolness,4
1802,10,hk17,3
1802,6,formeralpaca,3
1802,9,comiclove,1
1802,10,bijoublue,2
1802,7,Pankeikki,2
1802,10,Koemine,1
1802,10,elliston,1
1802,9,sam_matt,0
1802,10,TrackHime,0
9738,10,xm0123,15
43913,9,tcubed,47
43913,9,Jubei07,25
43913,5,2SugoiToActSugoi,22
43913,10,endlessages,19
43913,10,Rikuson1,6
43913,10,destonyDbaby,3
43913,7,pratulbagri,3
43913,10,farijun,3
43913,9,Po_and_Dong,3
43913,6,Gundroog,0
100035,10,-HippySnob-,24
100035,9,Astacar,5
348,9,Archaeon,220
348,10,SDShamshel,62
348,10,Torisunanohokori,42
348,9,AironicallyHuman,33
348,9,BlueKite,5
348,9,manasteel88,13
348,8,fodderchara18,7
348,7,OnceTwice,5
348,9,Nrew,8
348,10,Mangaka1990,6
348,10,BluePikmin11,2
348,10,RandallTeal,4
348,10,Kazukagi,4
348,9,Vespers,3
3082,10,Megumins_Ass,25
21040,9,Dudeist_Beach,4
25096,9,tazillo,82
25096,10,pacificasull,38
25096,9,azeriraz,21
25096,8,SuperMoonBiscuit,17
25096,10,istillcandream,3
39883,8,Asfaria,86
39883,9,LeaderTGW,26
39883,9,Vayentha,25
39883,9,Looklook111,23
39883,9,GinZura,19
39883,10,IHadinot,12
39883,7,Jazze,16
39883,8,K3fka_,6
39883,8,stanet96,8
39883,9,dodge2461,4
39883,10,Badass_Hole,3
39883,10,Angeltze,1
39883,10,Weewer,1
39883,10,MissMoon91,2
39883,10,Pdev0797,1
39883,9,Santoryu_XBurner,1
39883,10,BlakeRadcliff,0
39883,10,Syrene_Windsor,0
39883,8,hamliet,0
39883,8,comiclove,0
39883,9,Felicia_Liang,0
39883,10,tanshiyu,0
39883,9,Sanae28,0
45947,8,KitKatKaz,20
45947,10,Knighteem,7
45947,10,internetworking,4
45947,10,Rearly,1
57035,8,AnimeRenegade,8
24,10,Stringed,258
24,10,EmeraldWolfChild,204
24,10,Tanequil,65
24,10,Haruharu_chan365,32
24,7,SoraRyuuzaki,17
24,10,Naomidee,10
24,10,Homework,8
24,9,OcularAMVs,6
24,8,bobadilx,7
24,7,gabunomi,7
24,8,0mokona0,7
24,10,missy115,6
24,9,Lynx1712,6
24,9,figure8life,5
24,7,rava,4
24,10,Sketchy54,4
24,9,SigmaticDoc,2
24,9,Akumichhh,3
24,10,shynexxx,3
24,10,TenkaKuro,3
24,8,TalviSfinxi,3
24,10,NeonCera,1
24,10,Aym10king,2
24,8,Arashi_Tempesta,1
24,10,Allenwalker07,1
24,9,rmn226,0
24,10,lawati23,0
994,9,meroko,47
994,10,missytot,36
26144,9,Fran,14
26144,8,One,10
26144,7,TheHentaiKing,0
30315,8,Itsuchan,128
30315,10,Hengao,119
30315,3,RarestProGamer,36
30315,10,xcatss_,55
30315,10,bikinis,27
30315,8,yabokuz,25
30315,6,DenzRui,22
30315,10,sushiisawesome,25
30315,3,MAND4,13
30315,5,DerpingMudkip,11
30315,3,CookieMann,4
30315,10,silentlily,5
30315,9,Wildan_ns,5
30315,8,Shiraishi,2
30315,2,Migzie,2
30315,10,kalaniballer22,3
30315,10,TomoPyon,3
30315,10,krissy18,3
30315,5,hun-ie,2
30315,9,ellabot,1
30315,10,DrYumYum,1
30315,7,tlaes,2
30315,10,Zani99,2
30315,10,Ace_of_Clovers,2
30315,10,gezz147,2
30315,9,NaomiGalaxy,1
30315,10,CurePrism,1
30315,10,MushiOtaku,1
30315,10,krishima,1
30315,10,Tsuitachi,1
30315,10,vickytorri,1
30315,10,nouie,1
30315,10,MelKaven,1
